,current_party,district,dw_nominate,end_date,first_name,in_office,last_name,member_id,middle_name,name,party,start_date,state
B001227,D,1,-0.484,2019-01-03,Robert,False,Brady,B001227,A.,Robert A. Brady,D,1997-01-07,PA
B001290,R,7,0.829,2019-01-03,David,False,Brat,B001290,A.,David A. Brat,R,2014-11-12,VA
B001283,R,1,0.689,2018-04-23,Jim,False,Bridenstine,B001283,,Jim Bridenstine,R,2013-01-03,OK
C001037,D,7,-0.58,2019-01-03,Michael,False,Capuano,C001037,E.,Michael E. Capuano,D,1999-01-06,MA
C001077,R,6,0.492,2019-01-03,Mike,False,Coffman,C001077,,Mike Coffman,R,2009-01-06,CO
C001105,R,10,0.276,2019-01-03,Barbara,False,Comstock,C001105,,Barbara Comstock,R,2015-01-06,VA
C001106,R,6,0.217,2019-01-03,Ryan,False,Costello,C001106,,Ryan Costello,R,2015-01-06,PA
C001096,R,1,0.391,2019-01-03,Kevin,True,Cramer,C001096,,Kevin Cramer,R,2013-01-03,ND
C001038,D,14,-0.412,2019-01-03,Joseph,False,Crowley,C001038,,Joseph Crowley,D,1999-01-06,NY
C001048,R,7,0.503,2019-01-03,John,False,Culberson,C001048,,John Culberson,R,2001-01-03,TX
C001107,R,26,0.211,2019-01-03,Carlos,False,Curbelo,C001107,,Carlos Curbelo,R,2015-01-06,FL
D000620,D,6,-0.276,2019-01-03,John,False,Delaney,D000620,,John Delaney,D,2013-01-03,MD
D000612,R,10,0.306,2019-01-03,Jeffrey,False,Denham,D000612,,Jeffrey Denham,R,2011-01-04,CA
D000604,R,15,0.244,2018-05-12,Charlie,False,Dent,D000604,,Charlie Dent,R,2005-01-04,PA
D000621,R,6,0.663,2018-09-10,Ron,False,DeSantis,D000621,,Ron DeSantis,R,2013-01-03,FL
D000625,R,11,0.227,2019-01-03,Daniel,False,Donovan,D000625,M.,Daniel M. Donovan,R,2015-05-12,NY
D000533,R,2,0.604,2019-01-03,John,False,Duncan,D000533,J.,John J. Duncan Jr.,R,1989-01-03,TN
E000288,D,5,-0.537,2019-01-03,Keith,False,Ellison,E000288,,Keith Ellison,D,2007-01-04,MN
E000293,D,5,-0.315,2019-01-03,Elizabeth,False,Esty,E000293,,Elizabeth Esty,D,2013-01-03,CT
F000460,R,27,0.548,2018-04-06,Blake,False,Farenthold,F000460,,Blake Farenthold,R,2011-01-04,TX
F000464,R,19,0.234,2019-01-03,John,False,Faso,F000464,,John Faso,R,2017-01-03,NY
F000372,R,11,0.292,2019-01-03,Rodney,False,Frelinghuysen,F000372,,Rodney Frelinghuysen,R,1995-01-04,NJ
G000580,R,5,0.931,2019-01-03,Thomas,False,Garrett,G000580,,Thomas Garrett,R,2017-01-03,VA
G000289,R,6,0.496,2019-01-03,Robert,False,Goodlatte,G000289,W.,Robert W. Goodlatte,R,1993-01-05,VA
G000566,R,4,0.655,2019-01-03,Trey,False,Gowdy,G000566,,Trey Gowdy,R,2011-01-04,SC
G000410,D,29,-0.324,2019-01-03,Gene,False,Green,G000410,,Gene Green,D,1993-01-05,TX
G000535,D,4,-0.487,2019-01-03,Luis,False,Gutiérrez,G000535,V.,Luis V. Gutiérrez,D,1993-01-05,IL
H001050,D,1,-0.37,2019-01-03,Colleen,False,Hanabusa,H001050,,Colleen Hanabusa,D,2011-01-04,HI
H001078,R,6,0.493,2019-01-03,Karen,False,Handel,H001078,,Karen Handel,R,2017-06-26,GA
H001045,R,3,0.384,2019-01-03,Gregg,False,Harper,H001045,,Gregg Harper,R,2009-01-06,MS
H001036,R,5,0.703,2019-01-03,Jeb,False,Hensarling,H001036,,Jeb Hensarling,R,2003-01-07,TX
H001059,R,14,0.49,2019-01-03,Randy,False,Hultgren,H001059,,Randy Hultgren,R,2011-01-04,IL
I000056,R,49,0.506,2019-01-03,Darrell,False,Issa,I000056,,Darrell Issa,R,2001-01-03,CA
J000290,R,2,0.523,2019-01-03,Lynn,False,Jenkins,J000290,,Lynn Jenkins,R,2009-01-06,KS
J000297,R,3,0.315,2018-09-30,Evan,False,Jenkins,J000297,,Evan Jenkins,R,2015-01-06,WV
J000174,R,3,0.61,2019-01-03,Sam,False,Johnson,J000174,,Sam Johnson,R,1991-01-03,TX
K000390,D,4,-0.397,2019-01-03,Ruben,False,Kihuen,K000390,,Ruben Kihuen,D,2017-01-03,NV
K000387,R,25,0.397,2019-01-03,Steve,False,Knight,K000387,,Steve Knight,R,2015-01-06,CA
L000573,R,1,0.735,2019-01-03,Raúl,False,Labrador,L000573,,Raúl Labrador,R,2011-01-04,ID
L000567,R,7,0.329,2019-01-03,Leonard,False,Lance,L000567,,Leonard Lance,R,2009-01-06,NJ
L000263,D,9,-0.379,2019-01-03,Sander,False,Levin,L000263,M.,Sander M. Levin,D,1983-01-03,MI
L000587,R,2,0.506,2019-01-03,Jason,False,Lewis,L000587,,Jason Lewis,R,2017-01-03,MN
L000554,R,2,0.211,2019-01-03,Frank,False,LoBiondo,L000554,A.,Frank A. LoBiondo,R,1995-01-04,NJ
L000584,R,4,0.542,2019-01-03,Mia,False,Love,L000584,,Mia Love,R,2015-01-06,UT
L000580,D,1,-0.313,2018-12-31,Michelle,False,Lujan Grisham,L000580,,Michelle Lujan Grisham,D,2013-01-03,NM
M001193,R,3,0.206,2019-01-03,Tom,False,MacArthur,M001193,,Tom MacArthur,R,2015-01-06,NJ
M001197,R,2,0.346,2019-01-03,Martha,True,McSally,M001197,,Martha McSally,R,2015-01-06,AZ
M001181,R,7,0.22,2018-04-27,Pat,False,Meehan,M001181,,Pat Meehan,R,2011-01-04,PA
M001189,R,6,0.563,2019-01-03,Luke,False,Messer,M001189,,Luke Messer,R,2013-01-03,IN
N000184,R,1,0.398,2019-01-03,Kristi,False,Noem,N000184,,Kristi Noem,R,2011-01-04,SD
N000127,D,8,-0.372,2019-01-03,Rick,False,Nolan,N000127,,Rick Nolan,D,2013-01-03,MN
O000170,D,16,-0.304,2019-01-03,Beto,False,O'Rourke,O000170,,Beto O'Rourke,D,2013-01-03,TX
P000594,R,3,0.402,2019-01-03,Erik,False,Paulsen,P000594,,Erik Paulsen,R,2009-01-06,MN
P000588,R,2,0.472,2019-01-03,Steve,False,Pearce,P000588,,Steve Pearce,R,2003-01-07,NM
P000606,R,9,0.561,2019-01-03,Robert,False,Pittenger,P000606,,Robert Pittenger,R,2013-01-03,NC
P000592,R,2,0.594,2019-01-03,Ted,False,Poe,P000592,,Ted Poe,R,2005-01-04,TX
P000611,R,2,0.36,2019-01-03,Bruce,False,Poliquin,P000611,,Bruce Poliquin,R,2015-01-06,ME
P000598,D,2,-0.278,2019-01-03,Jared,False,Polis,P000598,,Jared Polis,D,2009-01-06,CO
R000578,R,8,0.224,2019-01-03,Dave,False,Reichert,R000578,,Dave Reichert,R,2005-01-04,WA
R000586,R,16,0.387,2019-01-03,Jim,False,Renacci,R000586,,Jim Renacci,R,2011-01-04,OH
R000409,R,48,0.626,2019-01-03,Dana,False,Rohrabacher,R000409,,Dana Rohrabacher,R,1989-01-03,CA
R000592,R,4,0.602,2019-01-03,Todd,False,Rokita,R000592,,Todd Rokita,R,2011-01-04,IN
R000583,R,17,0.458,2019-01-03,Tom,False,Rooney,R000583,,Tom Rooney,R,2009-01-06,FL
R000435,R,27,0.244,2019-01-03,Ileana,False,Ros-Lehtinen,R000435,,Ileana Ros-Lehtinen,R,1989-01-03,FL
R000608,D,3,-0.244,2019-01-03,Jacky,True,Rosen,R000608,,Jacky Rosen,D,2017-01-03,NV
R000580,R,6,0.429,2019-01-03,Peter,False,Roskam,R000580,,Peter Roskam,R,2007-01-04,IL
R000593,R,15,0.531,2019-01-03,Dennis,False,Ross,R000593,,Dennis Ross,R,2011-01-04,FL
R000598,R,12,0.498,2019-01-03,Keith,False,Rothfus,R000598,,Keith Rothfus,R,2013-01-03,PA
R000487,R,39,0.657,2019-01-03,Edward,False,Royce,R000487,,Edward Royce,R,1993-01-05,CA
R000604,R,5,0.473,2019-01-03,Steve,False,Russell,R000604,,Steve Russell,R,2015-01-06,OK
S000051,R,1,0.686,2019-01-03,Mark,False,Sanford,S000051,,Mark Sanford,R,1995-01-04,SC
S000250,R,32,0.585,2019-01-03,Pete,False,Sessions,S000250,,Pete Sessions,R,1997-01-07,TX
S001170,D,1,-0.315,2019-01-03,Carol,False,Shea-Porter,S001170,,Carol Shea-Porter,D,2007-01-04,NH
S001154,R,9,0.374,2019-01-03,Bill,False,Shuster,S001154,,Bill Shuster,R,2001-05-15,PA
S001191,D,9,-0.107,2019-01-03,Kyrsten,True,Sinema,S001191,,Kyrsten Sinema,D,2013-01-03,AZ
S000480,D,25,-0.465,2018-03-16,Louise,False,Slaughter,S000480,M.,Louise M. Slaughter,D,1987-01-06,NY
S000583,R,21,0.425,2019-01-03,Lamar,False,Smith,S000583,,Lamar Smith,R,1987-01-06,TX
T000477,R,2,0.456,2019-01-03,Scott,False,Taylor,T000477,,Scott Taylor,R,2017-01-03,VA
T000478,R,22,0.275,2019-01-03,Claudia,False,Tenney,T000478,,Claudia Tenney,R,2017-01-03,NY
T000462,R,12,0.386,2018-01-15,Pat,False,Tiberi,T000462,,Pat Tiberi,R,2001-01-03,OH
T000475,R,11,0.369,2019-01-03,Dave,False,Trott,T000475,,Dave Trott,R,2015-01-06,MI
T000465,D,3,-0.396,2019-01-03,Niki,False,Tsongas,T000465,,Niki Tsongas,D,2007-01-04,MA
V000129,R,21,0.253,2019-01-03,David,False,Valadao,V000129,,David Valadao,R,2013-01-03,CA
W000820,R,45,0.433,2019-01-03,Mimi,False,Walters,W000820,,Mimi Walters,R,2015-01-06,CA
W000799,D,1,-0.275,2019-01-03,Tim,False,Walz,W000799,,Tim Walz,D,2007-01-04,MN
Y000063,R,3,0.558,2019-01-03,Kevin,False,Yoder,Y000063,,Kevin Yoder,R,2011-01-04,KS
Y000066,R,3,0.442,2019-01-03,David,False,Young,Y000066,,David Young,R,2015-01-06,IA
R000570,R,1,0.556,2019-01-03,Paul,False,Ryan,R000570,D.,Paul D. Ryan,R,1999-01-06,WI
J000303,D,13,,2019-01-03,Brenda,False,Jones,J000303,,Brenda Jones,D,2018-11-29,MI
B000287,D,34,-0.512,2017-01-24,Xavier,False,Becerra,B000287,,Xavier Becerra,D,1993-01-05,CA
C001076,R,3,0.647,2017-06-30,Jason,False,Chaffetz,C001076,,Jason Chaffetz,R,2009-01-06,UT
C000714,D,13,-0.658,2017-12-05,John,False,Conyers,C000714,,John Conyers Jr.,D,1983-01-03,MI
F000448,R,8,0.749,2017-12-08,Trent,False,Franks,F000448,,Trent Franks,R,2003-01-07,AZ
M001182,R,5,0.75,2017-02-16,Mick,False,Mulvaney,M001182,,Mick Mulvaney,R,2011-01-04,SC
M001151,R,18,0.258,2017-10-21,Tim,False,Murphy,M001151,,Tim Murphy,R,2003-01-07,PA
P000602,R,4,0.66,2017-01-23,Mike,False,Pompeo,P000602,,Mike Pompeo,R,2011-01-04,KS
P000591,R,6,0.644,2017-02-10,Tom,False,Price,P000591,,Tom Price,R,2005-01-04,GA
Z000018,R,1,0.412,2017-03-01,Ryan,False,Zinke,Z000018,,Ryan Zinke,R,2015-01-06,MT
S001203,D,99,-0.346,,Tina,True,Smith,S001203,,Tina Smith,D,,MN
A000373,D,2,-0.185,2017-01-03,Brad,False,Ashford,A000373,,Brad Ashford,D,2015-01-06,NE
B001271,R,1,0.491,2017-01-03,Dan,False,Benishek,B001271,,Dan Benishek,R,2011-01-04,MI
B001255,R,3,0.392,2017-01-03,Charles,False,Boustany,B001255,,Charles Boustany Jr.,R,2005-01-04,LA
B000911,D,5,-0.429,2017-01-03,Corrine,False,Brown,B000911,,Corrine Brown,D,1993-01-05,FL
C001036,D,24,-0.389,2017-01-03,Lois,False,Capps,C001036,,Lois Capps,D,1997-01-07,CA
C001083,D,1,-0.256,2017-01-03,John,False,Carney,C001083,,John Carney,D,2011-01-04,DE
C001102,R,19,,2017-01-03,Curt,False,Clawson,C001102,,Curt Clawson,R,2014-06-24,FL
C001045,R,4,0.333,2017-01-03,Ander,False,Crenshaw,C001045,,Ander Crenshaw,R,2001-01-03,FL
D000613,R,10,0.176,2017-01-03,Robert,False,Dold,D000613,,Robert Dold,R,2011-01-04,IL
D000622,D,8,-0.315,2017-01-03,Tammy,True,Duckworth,D000622,,Tammy Duckworth,D,2013-01-03,IL
E000290,D,4,-0.562,2017-01-03,Donna,False,Edwards,E000290,,Donna Edwards,D,2008-06-17,MD
E000291,R,2,0.406,2017-01-03,Renee,False,Ellmers,E000291,,Renee Ellmers,R,2011-01-04,NC
F000030,D,20,-0.455,2017-01-03,Sam,False,Farr,F000030,,Sam Farr,D,1993-01-05,CA
F000043,D,2,-0.472,2016-06-23,Chaka,False,Fattah,F000043,,Chaka Fattah,D,1995-01-04,PA
F000458,R,8,0.526,2017-01-03,Stephen,False,Fincher,F000458,,Stephen Fincher,R,2011-01-04,TN
F000451,R,8,0.202,2017-01-03,Michael,False,Fitzpatrick,F000451,G.,Michael G. Fitzpatrick,R,2005-01-04,PA
F000456,R,4,0.59,2017-01-03,John,False,Fleming,F000456,,John Fleming,R,2009-01-06,LA
F000445,R,4,0.407,2017-01-03,J.,False,Forbes,F000445,Randy,J. Randy Forbes,R,2001-01-03,VA
G000548,R,5,0.688,2017-01-03,Scott,False,Garrett,G000548,,Scott Garrett,R,2003-01-07,NJ
G000564,R,19,0.203,2017-01-03,Chris,False,Gibson,G000564,,Chris Gibson,R,2011-01-04,NY
G000575,D,2,-0.233,2017-01-03,Gwen,False,Graham,G000575,,Gwen Graham,D,2015-01-06,FL
G000556,D,9,-0.363,2017-01-03,Alan,False,Grayson,G000556,,Alan Grayson,D,2009-01-06,FL
G000570,R,1,0.427,2017-01-03,Frank,False,Guinta,G000570,,Frank Guinta,R,2011-01-04,NH
H001063,D,44,-0.39,2016-12-04,Janice,False,Hahn,H001063,,Janice Hahn,D,2011-07-19,CA
H001051,R,22,0.215,2017-01-03,Richard,False,Hanna,H001051,,Richard Hanna,R,2011-01-04,NY
H001070,R,4,0.353,2017-01-03,Cresent,False,Hardy,H001070,,Cresent Hardy,R,2015-01-06,NV
H001055,R,3,0.324,2017-01-03,Joe,False,Heck,H001055,,Joe Heck,R,2011-01-04,NV
H000636,D,15,-0.34,2017-01-03,Rubén,False,Hinojosa,H000636,,Rubén Hinojosa,D,1997-01-07,TX
H001034,D,17,-0.529,2017-01-03,Michael,False,Honda,H001034,M.,Michael M. Honda,D,2001-01-03,CA
H001057,R,1,0.744,2017-01-03,Tim,False,Huelskamp,H001057,,Tim Huelskamp,R,2011-01-04,KS
H001060,R,5,0.568,2017-01-03,Robert,False,Hurt,H001060,,Robert Hurt,R,2011-01-04,VA
I000057,D,3,-0.334,2017-01-03,Steve,False,Israel,I000057,,Steve Israel,D,2001-01-03,NY
J000296,R,13,0.23,2017-01-03,David,False,Jolly,J000296,W.,David W. Jolly,R,2014-03-13,FL
K000363,R,2,0.49,2017-01-03,John,False,Kline,K000363,,John Kline,R,2003-01-07,MN
L000571,R,1,0.675,2017-01-03,Cynthia,False,Lummis,L000571,M.,Cynthia M. Lummis,R,2009-01-06,WY
M000404,D,7,-0.666,2017-01-03,Jim,False,McDermott,M000404,,Jim McDermott,D,1989-01-03,WA
M000689,R,7,0.453,2017-01-03,John,False,Mica,M000689,L.,John L. Mica,R,1993-01-05,FL
M001144,R,1,0.633,2017-01-03,Jeff,False,Miller,M001144,,Jeff Miller,R,2001-01-03,FL
M001150,R,10,0.343,2016-12-31,Candice,False,Miller,M001150,S.,Candice S. Miller,R,2003-01-07,MI
M001191,D,18,-0.186,2017-01-03,Patrick,False,Murphy,M001191,,Patrick Murphy,D,2013-01-03,FL
N000182,R,19,0.628,2017-01-03,Randy,False,Neugebauer,N000182,,Randy Neugebauer,R,2003-01-07,TX
N000185,R,11,0.483,2017-01-03,Richard,False,Nugent,N000185,,Richard Nugent,R,2011-01-05,FL
P000373,R,16,0.538,2017-01-03,Joe,False,Pitts,P000373,,Joe Pitts,R,1997-01-07,PA
R000053,D,13,-0.514,2017-01-03,Charles,False,Rangel,R000053,B.,Charles B. Rangel,D,1983-01-03,NY
R000587,R,8,0.603,2017-01-03,Reid,False,Ribble,R000587,,Reid Ribble,R,2011-01-04,WI
R000589,R,2,0.405,2017-01-03,Scott,False,Rigell,R000589,,Scott Rigell,R,2011-01-04,VA
S000018,R,5,0.673,2017-01-03,Matt,False,Salmon,S000018,,Matt Salmon,R,1995-01-04,AZ
S000030,D,46,-0.367,2017-01-03,Loretta,False,Sánchez,S000030,,Loretta Sánchez,D,1997-01-07,CA
S001188,R,3,0.742,2017-01-03,Marlin,False,Stutzman,S001188,,Marlin Stutzman,R,2010-11-16,IN
T000473,D,1,-0.363,2016-07-20,Mark,False,Takai,T000473,,Mark Takai,D,2015-01-06,HI
V000128,D,8,-0.395,2017-01-03,Chris,True,Van Hollen,V000128,,Chris Van Hollen,D,2003-01-07,MD
W000796,R,3,0.672,2017-01-03,Lynn,False,Westmoreland,W000796,,Lynn Westmoreland,R,2005-01-04,GA
W000413,R,1,0.303,2016-09-06,Edward,False,Whitfield,W000413,,Edward Whitfield,R,1995-01-04,KY
Y000064,R,9,0.486,2017-01-03,Todd,True,Young,Y000064,,Todd Young,R,2011-01-04,IN
B000589,R,8,,2015-10-31,John,False,Boehner,B000589,A.,John A. Boehner,R,1991-01-03,OH
N000186,R,1,0.488,2015-02-06,Alan,False,Nunnelee,N000186,,Alan Nunnelee,R,2011-01-04,MS
S001179,R,18,0.311,2015-03-31,Aaron,False,Schock,S001179,,Aaron Schock,R,2009-01-06,IL
A000210,D,1,-0.297,2014-02-18,Robert,False,Andrews,A000210,E.,Robert E. Andrews,D,1991-01-03,NJ
B001256,R,6,0.584,2015-01-03,Michele,False,Bachmann,B001256,,Michele Bachmann,R,2007-01-04,MN
B000013,R,6,0.387,2015-01-02,Spencer,False,Bachus,B000013,,Spencer Bachus,R,1993-01-05,AL
B001279,D,2,-0.123,2015-01-03,Ron,False,Barber,B001279,,Ron Barber,D,2012-06-19,AZ
B001252,D,12,-0.119,2015-01-02,John,False,Barrow,B001252,,John Barrow,D,2005-01-04,GA
B001280,R,11,0.723,2015-01-03,Kerry,False,Bentivolio,B001280,,Kerry Bentivolio,R,2013-01-03,MI
B001242,D,1,-0.338,2015-01-02,Timothy,False,Bishop,B001242,H.,Timothy H. Bishop,D,2003-01-07,NY
B001259,D,1,-0.31,2015-01-02,Bruce,False,Braley,B001259,,Bruce Braley,D,2007-01-04,IA
B001262,R,10,0.913,2015-01-02,Paul,False,Broun,B001262,,Paul Broun,R,2007-01-04,GA
C000071,R,4,0.385,2015-01-03,Dave,False,Camp,C000071,,Dave Camp,R,1991-01-03,MI
C001064,R,45,0.748,2015-01-03,John,False,Campbell,C001064,,John Campbell,R,2005-01-04,CA
C001046,R,7,0.518,2014-08-18,Eric,False,Cantor,C001046,,Eric Cantor,R,2001-01-03,VA
C001047,R,2,0.26,2015-01-02,Shelley,True,Capito,C001047,Moore,Shelley Moore Capito,R,2001-01-03,WV
C001075,R,6,0.452,2015-01-02,Bill,True,Cassidy,C001075,,Bill Cassidy,R,2009-01-06,LA
C000556,R,6,0.52,2015-01-02,Howard,False,Coble,C000556,,Howard Coble,R,1985-01-03,NC
C001095,R,4,0.611,2015-01-03,Tom,True,Cotton,C001095,,Tom Cotton,R,2013-01-03,AR
D000618,R,1,0.543,2015-01-03,Steve,True,Daines,D000618,,Steve Daines,R,2013-01-03,MT
D000355,D,12,-0.448,2015-01-02,John,False,Dingell,D000355,D.,John D. Dingell,D,1983-01-03,MI
E000292,D,12,-0.251,2015-01-03,Bill,False,Enyart,E000292,,Bill Enyart,D,2013-01-03,IL
G000572,D,23,-0.216,2015-01-03,Pete,False,Gallego,G000572,,Pete Gallego,D,2013-01-03,TX
G000573,D,26,-0.204,2015-01-03,Joe,False,Garcia,G000573,,Joe Garcia,D,2013-01-03,FL
G000562,R,4,0.456,2015-01-03,Cory,True,Gardner,G000562,,Cory Gardner,R,2011-01-04,CO
G000549,R,6,0.221,2015-01-02,Jim,False,Gerlach,G000549,,Jim Gerlach,R,2003-01-07,PA
G000550,R,11,0.561,2015-01-02,Phil,False,Gingrey,G000550,,Phil Gingrey,R,2003-01-07,GA
G000567,R,2,0.41,2015-01-03,Tim,False,Griffin,G000567,,Tim Griffin,R,2011-01-04,AR
G000569,R,11,0.219,2015-01-05,Mike,False,Grimm,G000569,,Mike Grimm,R,2011-01-04,NY
H000067,R,4,0.424,2015-01-03,Ralph,False,Hall,H000067,M.,Ralph M. Hall,R,1983-01-03,TX
H000329,R,4,0.416,2015-01-03,Doc,False,Hastings,H000329,,Doc Hastings,R,1995-01-04,WA
H001032,D,12,-0.463,2015-01-03,Rush,False,Holt,H001032,,Rush Holt,D,1999-01-06,NJ
K000220,R,1,0.54,2015-01-02,Jack,False,Kingston,K000220,,Jack Kingston,R,1993-01-05,GA
L000575,R,5,0.572,2015-01-03,James,True,Lankford,L000575,,James Lankford,R,2011-01-04,OK
L000111,R,3,0.302,2015-01-03,Tom,False,Latham,L000111,,Tom Latham,R,1995-01-04,IA
M001171,D,24,-0.19,2015-01-03,Dan,False,Maffei,M001171,,Dan Maffei,D,2009-01-06,NY
M001142,D,4,-0.115,2015-01-02,Jim,False,Matheson,M001142,,Jim Matheson,D,2001-01-03,UT
M001192,R,5,0.393,2015-01-03,Vance,False,McAllister,M001192,,Vance McAllister,R,2013-11-21,LA
M000309,D,4,-0.294,2015-01-03,Carolyn,False,McCarthy,M000309,,Carolyn McCarthy,D,1997-01-07,NY
M000485,D,7,-0.148,2015-01-03,Mike,False,McIntyre,M000485,,Mike McIntyre,D,1997-01-07,NC
M000508,R,25,0.396,2015-01-03,Howard,False,McKeon,M000508,P.,Howard P. McKeon,R,1993-01-05,CA
M001149,D,2,-0.283,2015-01-02,Michael,False,Michaud,M001149,H.,Michael H. Michaud,D,2003-01-07,ME
M001139,R,31,0.478,2015-01-02,Gary,False,Miller,M001139,G.,Gary G. Miller,R,1999-01-06,CA
M000725,D,11,-0.552,2015-01-03,George,False,Miller,M000725,,George Miller,D,1983-01-03,CA
M000933,D,8,-0.302,2015-01-03,James,False,Moran,M000933,P.,James P. Moran,D,1991-01-03,VA
N000187,D,35,-0.437,2015-01-03,Gloria,False,Negrete McLeod,N000187,,Gloria Negrete McLeod,D,2013-01-03,CA
O000169,D,21,-0.182,2015-01-03,Bill,False,Owens,O000169,,Bill Owens,D,2009-11-06,NY
P000099,D,7,-0.421,2015-01-02,Ed,False,Pastor,P000099,,Ed Pastor,D,1991-01-03,AZ
P000595,D,14,-0.236,2015-01-02,Gary,True,Peters,P000595,,Gary Peters,D,2009-01-06,MI
P000265,R,6,0.379,2015-01-03,Tom,False,Petri,P000265,,Tom Petri,R,1983-01-03,WI
R000596,R,19,0.702,2015-01-03,Trey,False,Radel,R000596,,Trey Radel,R,2013-01-03,FL
R000011,D,3,-0.306,2015-01-02,Nick,False,Rahall,R000011,J.,Nick J. Rahall II,D,1983-01-03,WV
R000572,R,8,0.4,2015-01-03,Mike,False,Rogers,R000572,,Mike Rogers,R,2001-01-03,MI
R000594,R,3,0.222,2015-01-03,Jon,False,Runyan,R000594,,Jon Runyan,R,2011-01-04,NJ
S001162,D,13,-0.343,2015-01-02,Allyson,False,Schwartz,S001162,Y.,Allyson Y. Schwartz,D,2005-01-04,PA
S001186,R,2,0.56,2015-01-03,Steve,False,Southerland,S001186,,Steve Southerland,R,2011-01-04,FL
S000937,R,36,0.899,2015-01-03,Steve,False,Stockman,S000937,,Steve Stockman,R,1995-01-04,TX
T000459,R,2,0.426,2015-01-02,Lee,False,Terry,T000459,,Lee Terry,R,1999-01-06,NE
T000266,D,6,-0.488,2015-01-03,John,False,Tierney,T000266,F.,John F. Tierney,D,1997-01-07,MA
W000215,D,33,-0.473,2015-01-02,Henry,False,Waxman,W000215,A.,Henry A. Waxman,D,1983-01-03,CA
W000672,R,10,0.284,2015-01-02,Frank,False,Wolf,W000672,R.,Frank R. Wolf,R,1983-01-03,VA
A000022,D,5,,2013-01-03,Gary,False,Ackerman,A000022,L.,Gary L. Ackerman,D,1983-03-01,NY
A000366,R,24,,2013-01-03,Sandra,False,Adams,A000366,,Sandra Adams,R,2011-01-04,FL
A000358,R,2,0.612,2013-01-03,Todd,False,Akin,A000358,,Todd Akin,R,2001-01-03,MO
A000361,R,5,0.331,2013-09-26,Rodney,False,Alexander,A000361,,Rodney Alexander,R,2003-01-07,LA
A000362,D,4,-0.133,2013-01-03,Jason,False,Altmire,A000362,,Jason Altmire,D,2007-01-04,PA
A000365,R,7,,2013-01-03,Steve,False,Austria,A000365,,Steve Austria,R,2009-01-06,OH
B001234,D,43,-0.349,2013-01-03,Joe,False,Baca,B001234,,Joe Baca,D,1999-01-06,CA
